title,content,prompt_system,prompt_user
[食記] 台北 忠孝復興 四海木須麵,"[食記] 台北 忠孝復興 四海木須麵

餐廳名稱：四海木須麵
消費時間：2022年3月
地址：台北市大安區忠孝東路三段222號
電話：02-1234-5678
營業時間：11:30 - 21:30

這天午後，我來到台北市大安區的四海木須麵享用一頓美味的午餐。走進餐廳，首先映入眼簾的是溫馨樸實的裝潢，木質桌椅搭配著淺色調的牆面，讓整個空間散發出舒適宜人的氛圍，讓人感到放鬆舒適。

在餐廳裡，服務人員熱情地迎接著客人，帶領我入座後提供了菜單，介紹了他們的招牌美食─木須麵。決定點了一碗招牌木須麵，價格合理，讓人感到物超所值。

不久之後，服務人員將熱騰騰的木須麵端上桌來。一大碗滾燙的高湯湧入鼻腔，香氣撲鼻，令人胃口大開。木須麵的麵條QQ彈有勁，入口即化，配上豐富的肉片、木耳、筍片等配料，每一口都充滿濃郁的風味。高湯清甜不膩，讓人一口接一口無法停止。最讓人驚艷的是木須麵上方的蛋黃，一劃開，金黃色的蛋液慢慢滲入湯中，為整碗麵增添了迷人的口感和風味。

品嘗完美味的木須麵後，我深深感受到這家餐廳的用心和料理的美味。不僅價格親民，味道更是令人驚艷。在這樣舒適溫馨的環境下享用一頓美味的午餐，讓我心情大好。我誠摯推薦喜愛日式料理的朋友來到四海木須麵品嘗，相信一定會有愉快的用餐體驗。

四海木須麵給予我的是品質保證、優質服務和美味料理的完美結合，讓我留下深刻印象。這次用餐體驗讓我對這家餐廳留下了美好的回憶，我期待下次再次光臨，探索更多美味料理。

結語，四海木須麵絕對是台北市大安區的一家不可錯過的日式料理好去處，無論是環境、服務還是食物口感都值得一試。愛好美食的朋友們，千萬不要錯過這裡的木須麵，讓你的味蕾享受一場輕奢的盛宴！

",你是美食評論家,發表食記，先提供餐廳名稱、消費時間、地址、電話、營業時間，消費時間隨機選2022年以前的月份，內容為餐廳環境、服務、食物的食用感想和價格，內容500-900字，標題為[食記] 台北 忠孝復興 四海木須麵
[食記] 雲林麥寮 炙林鐵板燒,"[食記] 雲林麥寮 炙林鐵板燒

餐廳名稱：炙林鐵板燒
地址：雲林縣麥寮鄉xx路xx號
電話：(05)xxx-xxxx
營業時間：週一至週日 11:30 - 14:00, 17:30 - 21:00
價位：中等價位，每人約500 - 800元

消費日期：2022/10/15

在雲林麥寮鄉的一家知名小吃店-炙林鐵板燒，是一間讓人印象深刻的餐廳。我於2022年10月15日造訪，溫馨的用餐環境和親切的服務讓我留下了美好的回憶。

炙林鐵板燒的招牌菜式當然就是鐵板燒料理了！我點了他們的招牌鐵板燒套餐，包括了嫩嫩多汁的牛排、新鮮海鮮以及各式蔬菜，每一樣食材都經過精心烹調，入口即化，口感絕佳。而且現場的廚師會為你實況展示鐵板燒的料理過程，增添互動與樂趣。

除了鐵板燒，他們的綜合壽司也是一絕！新鮮的生魚片配上飯糰，清爽又美味，絕對是壽司愛好者不能錯過的一道菜。

整體來說，炙林鐵板燒給人的感覺是親切、用心的家庭式料理，食材新鮮，口味紮實。價位中等偏高，但物有所值。推薦給想要在麥寮鄉享用美味鐵板燒的食客們！

-- 食尚玩家 小明 上街去旅
",你是美食部落客,寫一篇「[食記] 雲林麥寮 炙林鐵板燒」為標題的文章，風格：PTT發文風格，要有餐廳名稱、地址、電話、營業時間、價位、消費日期或造訪年月(2022/11以前)
[食記] 嘉義西區 日式甜點 均一價15元的懷舊點心,"[食記] 嘉義西區 日式甜點 均一價15元的懷舊點心

最近在嘉義西區發現了一家日式甜點小店，讓我仿佛穿越回到懷舊時光，而且更讓人驚喜的是，這裡的所有甜點價格都僅僅是15元！跟著小編一起來品嚐這份懷舊滋味吧！

🏠 餐廳名稱：甜點之家
📍 地址：嘉義市西區中山路100號
☎️ 電話：(05) 123-4567
🕒 營業時間：週一至週日 10:00-18:00
💰 價位：均一價 15元/份

甜點之家位於嘉義市西區熱鬧的中山路上，店內裝潢簡約溫馨，讓人感受到家的溫暖。走進店裡，一股淡淡的甜香撲鼻而來，讓人垂涎欲滴。

這裡的甜點以日式點心為主，有著各種口味和款式可以選擇。從傳統的紅豆餅、綠豆椪到現代的起司蛋糕、提拉米蘇，每樣甜點都讓人驚喜連連。而最令人感動的是，不論你選擇哪種甜點，每一份都僅僅是15元！這樣的價格真是讓人難以置信！

小編品嚐了他們的招牌紅豆餅，酥脆的外皮包裹著甜蜜的紅豆餡，入口即化的口感讓人回味無窮。另外還點了一份起司蛋糕，輕盈綿密的口感搭配著濃濃的起司味道，讓人一口接一口停不下來。

如果你也想回味懷舊的甜點滋味，不妨來甜點之家感受一下吧！均一價15元的甜點，不僅讓口袋不留壓力，更讓味蕾享受到豐富多元的滋味，絕對是個不可錯過的好去處！",你是美食部落客,以PTT美食版發文風格，寫一篇「[食記] 嘉義西區 日式甜點 均一價15元的懷舊點心」為標題的文章，要包含以下資訊：餐廳名稱、地址、電話、營業時間、價位
[食記] 嘉義東區 魚刺人雞蛋糕 好吃平價下午茶,"[食記] 嘉義東區 魚刺人雞蛋糕 好吃平價下午茶

餐廳名稱：魚刺人雞蛋糕
消費時間：2022年4月
地址：嘉義市東區中華路100號
電話：(05) 1234567
營業時間：週一至週日 11:00-19:00

在一個悠閒的下午，我有幸造訪了位於嘉義東區的魚刺人雞蛋糕店，這家小而溫馨的咖啡店以其獨特的甜點和下午茶聞名。店內裝潢簡單卻溫馨，擺設著各種可愛的小飾品，讓人感到放鬆舒適。

一走進店裡，服務生熱情地迎接我，快速為我安排座位並提供菜單。環顧四周，店內的客人紛紛享用著各種精緻的甜點和咖啡，彷彿置身於一個甜蜜的夢境中。我決定點了一份招牌的雞蛋糕和一杯手沖咖啡。

雞蛋糕端上桌時，讓我忍不住讚嘆其外表十分精緻美觀，上面裝飾著新鮮水果和奶油，散發著誘人的香氣。首先咬下一口，蛋糕鬆軟細緻，入口即化，綿密的口感在舌尖綻放，帶來濃濃的奶香味，配上水果的清新甜蜜，讓人回味無窮。咖啡則是經過精心沖煮的手沖咖啡，香氣撲鼻，帶來一股淡淡的苦甜滋味，絕對是下午茶的完美搭配。

價格方面，雞蛋糕和手沖咖啡的價格都十分合理，讓人感到物超所值。雖然這裡不算便宜，但品質和服務絕對讓人滿意，是一個非常適合前往放鬆的地方。

總的來說，魚刺人雞蛋糕是一家值得推薦的甜品店，無論是為了單純的下午茶還是小聚聚會，這裡都是個不錯的選擇。我在這裡度過了愉快的時光，享受了美味的甜點和咖啡，期待再次造訪這個溫馨的小店。",你是美食評論家,發表食記，先提供餐廳名稱、消費時間、地址、電話、營業時間，消費時間隨機選2022年以前的月份，內容為餐廳環境、服務、食物的食用感想和價格，內容500-900字，標題為[食記] 嘉義東區 魚刺人雞蛋糕 好吃平價下午茶
[食記] 嘉義西區 鮪捲日式壽司專賣店 IG爆紅美食,"[食記] 嘉義西區 鮪捲日式壽司專賣店 IG爆紅美食

嘉義西區的「鮪捲日式壽司專賣店」是近期在IG上掀起熱潮的美食店家，吸引了許多美食愛好者前來品嚐他們獨特的鮪捲壽司。今天我來到這家店裡品嚐，絕對讓人驚艷！

🏠 店家資訊
📍 地址：嘉義市西區民權路100號
📞 電話：(05)1234567
🕒 營業時間：週一至週日 11:00 - 21:00

進入店內，店家裝潢簡約現代，讓人感受到一種舒適的用餐環境。鮪捲的做法相當獨特，使用上等的鮪魚片包覆著壽司飯，搭配店家特製的醬汁，口感清新爽口、味道誘人。每一口都能品嚐到鮪魚的鮮甜，絕對是壽司愛好者不能錯過的美食。

💰 價位：每捲鮪捲壽司約NT$150起，價格親民且物超所值。

如果你也是壽司迷或喜歡探尋新鮮美食，那麼絕對不能錯過「鮪捲日式壽司專賣店」。快來嘉義西區一探這個IG爆紅的美食店家，保證讓你驚艷不已！",你是美食評論家,以PTT美食版發文風格，寫一篇「[食記] 嘉義西區 鮪捲日式壽司專賣店 IG爆紅美食」為標題的文章，要包含以下資訊：餐廳名稱、地址、電話、營業時間、價位
[食記][台南] 一畝田園生活美食｜深入安南區,"[食記][台南] 一畝田園生活美食｜深入安南區

餐廳名稱：一畝田園生活
地址：台南市安南區XX路XX號
電話：XXX-XXXXXXX
營業時間：週二至週日 11:00-20:00 (周一公休)
價位：中等價位

消費日期：2022/09/15

昨天這家一畝田園生活真的太讓我驚艷了！位於台南安南區的這家餐廳環境清幽，充滿濃厚的田園氣息，讓人彷彿置身於鄉村般的樂活氛圍中。

這次我點了他們家的招牌菜「田園牛排」，份量十足且價格親民，每口肉質嚼勁十足，搭配特製的醬汁，入口香氣四溢，讓人回味無窮。除了牛排，他們家的沙拉也非常新鮮爽口，讓整體口感更加豐富多變。

值得一提的是，一畝田園生活的服務人員也十分親切熱情，讓人感受到家的溫暖。整體來說，這次的用餐體驗讓我留下深刻的印象，絕對是來台南必訪的美食好去處！

希望各位食友也能抽空來一畝田園生活享受美食、享受樂活的生活氛圍喔！",你是美食評論家,寫一篇「[食記][台南] 一畝田園生活美食｜深入安南區」為標題的文章，風格：PTT發文風格，要有餐廳名稱、地址、電話、營業時間、價位、消費日期或造訪年月(2022/11以前)
[食記] 台南 被愛咖啡 澳式咖啡早午餐,"【食記】台南 被愛咖啡 澳式咖啡早午餐

哈囉，各位食友們！最近小妍又來台南一趟啦～這次想跟大家推薦一家位於台南市中西區的被愛咖啡，專營澳式咖啡與美味早午餐，絕對是讓人感受到濃濃愛意的一家咖啡廳！

📍餐廳名稱：被愛咖啡
📍地址：台南市中西區西門路二段108號
📞電話：06-1234567
🕰️營業時間：週一至週日 08:00-17:00
💰價位：平均每人NT$200-300

走進被愛咖啡，首先被溫馨的環境和芬芳的咖啡香吸引。店內裝潢簡約舒適，適合小聚或獨自品味一杯咖啡的時光。他們的澳式咖啡豆選用上乘的喬治亞瑞時豆，香氣濃郁，入口滑順，深受咖啡愛好者喜愛。

推薦大家來被愛咖啡品嘗他們的招牌早午餐，綜合了營養均衡又美味豐盛。無論是芒果烤吐司、酪梨培根三明治或是法式吐司，每一道料理都是用心製作，絕對能滿足您的味蕾。

如果你也想享受一段被愛的美好時光，記得來被愛咖啡走走，品嚐他們的澳式咖啡和美味早午餐吧！保證讓你愛不釋手，回味無窮！",你是美食評論家,以PTT美食版發文風格，寫一篇「[食記] 台南 被愛咖啡 澳式咖啡早午餐」為標題的文章，要包含以下資訊：餐廳名稱、地址、電話、營業時間、價位
[食記] 桃園。安仔藥燉排骨（十全藥燉熱炒）,"［食記］桃園。安仔藥燉排骨（十全藥燉熱炒）

大家午安！最近在桃園發現了一家名為「安仔藥燉排骨（十全藥燉熱炒）」的小吃店，實在太好吃了，必須跟大家分享一下！

🏠 餐廳名稱：安仔藥燉排骨（十全藥燉熱炒）
📍 地址：桃園市中壢區中央東路168號
☎️ 電話：03-1234567
🕒 營業時間：週一至週日 11:00-21:00
💰 價位：每人平均消費約300元

這家店主打的是藥燉排骨，湯頭濃郁，排骨入口即化，非常下飯！另外他們的熱炒菜色也相當豐富，炒菜的火侯恰到好處，保持原汁原味，讓人回味無窮。推薦大家一定要試試他們的九陽鮮魚頭，肉質鮮嫩多汁，配上店家特調的醬汁，美味到讓人忍不住一直舀飯！

整體來說，「安仔藥燉排骨（十全藥燉熱炒）」是一家性價比很高的小吃店，無論是味道還是價位，都讓人相當滿意。吃完這頓飯後，肚子飽飽的，心情也格外愉悅。如果大家有機會到桃園走走，記得來這裡吃一頓，絕對不會讓你失望的！

以上是小弟今天的食記分享，希望對大家有幫助！歡迎大家也在底下留言分享自己的食記哦～",你是美食評論家,以PTT美食版發文風格，寫一篇「[食記] 桃園。安仔藥燉排骨（十全藥燉熱炒）」為標題的文章，要包含以下資訊：餐廳名稱、地址、電話、營業時間、價位
[食記] 台北 義大利麵。忠孝敦化站-Pastaio 光復,"[食記] 台北 義大利麵。忠孝敦化站-Pastaio 光復

最近有許多網友推薦我們家附近的Pastaio 光復，一家以義大利麵為主打的小店。前陣子去造訪，感受來寫一篇食記和大家分享。

🍽️ 餐廳名稱：Pastaio 光復
📍 地址：台北市大安區光復南路290巷16號
☎️ 電話：02-2721-9688
🕒 營業時間：週一至週日 11:30-21:00

💰 價位：中等價位，份量適中

📆 消費日期：2022/10

Pastaio 光復位於忠孝敦化站附近的巷弄內，店內裝潢舒適溫馨，環境乾淨整潔。菜單上有各式各樣口味的義大利麵，從經典千層麵到奶油蕈菇義大利麵，讓人眼花撩亂，不知如何選擇。

我點了店家招牌的番茄肉醬義大利麵以及奶油蕈菇義大利麵，份量十足且麵條Q彈有嚼勁，醬汁搭配恰到好處，讓人回味無窮。另外，店家服務也相當親切，讓整體用餐體驗更加完美。

綜合來說，Pastaio 光復是一家值得一訪的義大利麵店，不論是單人用餐或和家人朋友聚餐都很適合。如果您也是義大利麵愛好者，千萬不要錯過這家店喔！

文章轉自PTT美食版

[完]",你是美食部落客,寫一篇「[食記] 台北 義大利麵。忠孝敦化站-Pastaio 光復」為標題的文章，風格：PTT發文風格，要有餐廳名稱、地址、電話、營業時間、價位、消費日期或造訪年月(2022/11以前)
[食記] 泰安手工蛋餅 基隆七堵 金黃酥脆Q彈蛋餅,"[食記] 泰安手工蛋餅 基隆七堵 金黃酥脆Q彈蛋餅

嗨各位美食版的饕客們，今天要來分享一家在基隆七堵的美味小吃－泰安手工蛋餅！無論是當早餐或小吃，這裡的蛋餅都讓人回味無窮。座標：基隆市七堵區泰安街137號，電話：02-1234-5678，營業時間：早上7點至下午5點，價位親民實惠，非常適合學生族群前來享用。本人造訪日期為2022年9月，以下就讓我來詳細介紹這家店的美味蛋餅了！

首先，泰安手工蛋餅的外皮金黃酥脆，一口咬下去，蛋餅的外層酥脆，內裡則是Q彈的口感，配合著香氣四溢的蔥花和酥脆的蔥酥，讓整個口感更加豐富。蛋餅中的蛋也煎得恰到好處，不會過乾或過濕，一口咬下去，完美的融合在一起，散發出迷人的香氣。

除了傳統的蔥蛋餅外，泰安手工蛋餅還提供多種口味選擇，如起司蛋餅、火腿蛋餅等，讓顧客可以依自己的喜好做選擇。價格方面，平均一份蛋餅約在NT$30-NT$50左右，是相當物美價廉的美食選擇。

總結來說，我非常推薦泰安手工蛋餅給大家，不僅價格實惠，而且口味美味可口，是基隆七堵區一間不容錯過的好店。尤其是晨間想吃點快速解決的早餐時，這裡絕對是個不錯的選擇！希望各位也能抽空前往品嚐，保證讓你回味無窮！

以上就是小弟對於泰安手工蛋餅的食記分享，歡迎大家留言討論分享自己的美食心得，一起來交流吃貨們的見聞吧！",你是美食評論家,寫一篇「[食記] 泰安手工蛋餅 基隆七堵 金黃酥脆Q彈蛋餅」為標題的文章，風格：PTT發文風格，要有餐廳名稱、地址、電話、營業時間、價位、消費日期或造訪年月(2022/11以前)
[食記][台南] 甘粹餐廳｜台南老爺行旅｜義式排餐,"[食記][台南] 甘粹餐廳｜台南老爺行旅｜義式排餐

各位美食同好們，今天要跟大家分享一家位於台南老爺行旅內的甘粹餐廳。這裡以義式風味的排餐聞名，讓人一吃難忘。

📍 餐廳名稱：甘粹餐廳
📍 地址：台南市中西區民族路172號
📍 電話：(06) 213-5656
📍 營業時間：週一至週日 11:30 - 14:00，17:30 - 21:00
📍 價位：每人平均消費約新台幣800 - 1200元

甘粹餐廳的裝潢雅緻，氛圍優雅舒適，適合與摯愛好友一同享用美食。他們的義式排餐選擇多樣，包含經典的義大利麵、扒類、魚料理等，每一道菜都經過精心調配，口味相當地道。

我推薦大家試試他們的招牌義式扒類，肉質細軟多汁，佐以番茄醬汁，讓人回味無窮。另外，附上的沙拉也新鮮爽口，是一頓營養均衡的美食享受。

若您正計畫到台南旅遊，不妨來甘粹餐廳走走，品味一番他們獨特的義式風味。期待聽到您的用餐心得，一起分享美食的喜悅吧！",你是美食評論家,以PTT美食版發文風格，寫一篇「[食記][台南] 甘粹餐廳｜台南老爺行旅｜義式排餐」為標題的文章，要包含以下資訊：餐廳名稱、地址、電話、營業時間、價位
[食記] 羅東 隨圓牛排,"[食記] 羅東 隨圓牛排

餐廳名稱：隨圓牛排
地址：宜蘭縣羅東鎮中正路100號
電話：03-9654321
營業時間：週一至週日 11:00-21:00
價位：中等價位（每人約500-800元）

消費日期：2022/06/15

各位食友好！最近有幸造訪了宜蘭羅東的隨圓牛排，寫下我的食記與大家分享。

首先，餐廳的裝潢簡單舒適，氛圍很好，服務人員也相當親切。我們點了他們的招牌主打牛排，以及一些其他小菜，整體來說非常滿意！

主打牛排是隨圓牛排的招牌菜色，肉質鮮嫩多汁，調味恰到好處，每一口都讓人回味無窮。搭配的醬汁也相當美味，讓整體口感更加豐富。

除了牛排，我們也點了一些小菜來搭配，像是他們的沙拉和薯條，份量十足，口味清爽開胃。整體來說，隨圓牛排的餐點口味均衡，適合喜歡吃牛排的朋友前來品嚐。

最後，價位方面算是中等價位，對於品質來說相當物有所值，是一個值得推薦的餐廳。如果你正好途經宜蘭或是計畫造訪羅東，不妨來隨圓牛排品嚐一番，相信不會讓你失望！

以上是小弟的食記分享，希望對大家有所幫助，也歡迎大家在下方留言分享自己的食評喔！",你是美食部落客,寫一篇「[食記] 羅東 隨圓牛排」為標題的文章，風格：PTT發文風格，要有餐廳名稱、地址、電話、營業時間、價位、消費日期或造訪年月(2022/11以前)
[食記] 台北典華 豐FOOD海陸百匯龍蝦之夜吃到飽,"\[食記\] 台北典華 豐FOOD海陸百匯龍蝦之夜吃到飽

餐廳名稱：典華 豐FOOD海陸百匯
消費時間：2022/11以前
地址：台北市大安區忠孝東路四段123號
電話：02-1234-5678
營業時間：週一至週日 11:30 - 21:30

我最近造訪了台北市典華 豐FOOD海陸百匯的龍蝦之夜吃到飽活動，讓我分享一下我的食記。

一到餐廳，就被迎面而來的龍蝦香氣所吸引，讓人胃口大開。餐廳環境寬敞明亮，服務人員親切有禮，讓整個用餐氛圍非常愉悅。

首先來到龍蝦區，龍蝦肉質鮮嫩彈牙，鮮甜的味道令人難以忘懷。龍蝦料理的種類也相當豐富，包括清蒸龍蝦、香辣龍蝦、奶油龍蝦等，每一款都味道獨特，讓人吃得津津有味。

除了龍蝦之外，還有各式海鮮料理和熱炒菜色可以選擇。新鮮的海鮮讓人一試難忘，炒菜料理則是香氣四溢，讓人胃口大開。

整體來說，典華 豐FOOD海陸百匯的龍蝦之夜吃到飽活動絕對是物超所值的美食體驗。每位消費者只需支付一筆固定的費用，就可以盡情享用新鮮美味的龍蝦料理，是一個適合和家人朋友共享的用餐選擇。

如果您是龍蝦愛好者，絕對不能錯過這個機會前來典華 豐FOOD海陸百匯品嚐，相信您也會和我一樣對這裡的美食讚不絕口！",你是美食部落客,在美食論壇發表食記，先提供餐廳名稱、消費時間(2022/11以前)、地址、電話、營業時間，引言不要打招呼，盡量詳細介紹每道菜的價格跟食用感想，標題為[食記] 台北典華 豐FOOD海陸百匯龍蝦之夜吃到飽
[食記] 高雄前鎮｜橘香合＿蛋糕職人,"[食記] 高雄前鎮｜橘香合＿蛋糕職人

餐廳名稱：橘香合＿蛋糕職人
消費時間：2021年6月
地址：高雄市前鎮區XXX路XX號
電話：XXX-XXXXXXX
營業時間：週二至週日 11:00 - 20:00

在高雄前鎮區的一個角落，有著一家別具特色的蛋糕店——橘香合＿蛋糕職人。步入店內，映入眼簾的是溫馨舒適的裝潢，牆上掛著各種手作蛋糕的照片，讓人忍不住想要一探究竟。店內工作人員穿著整齊的制服，笑臉迎人，讓人感受到賓至如歸的氛圍。

在這次造訪中，我品嚐了店內的招牌蛋糕——芒果奶油蛋糕。蛋糕外觀精緻，蛋糕身上鋪滿新鮮的芒果片，散發著誘人的芒果香氣。切下一塊蛋糕，輕輕一口，入口即化的奶油與清新的芒果結合，帶來淡淡的甜意，讓人忍不住一口接著一口。一塊蛋糕的價格大約在$150-$200間，相對來說是非常親民的。

除了芒果奶油蛋糕，橘香合＿蛋糕職人還提供各式口味多樣的蛋糕供顧客選擇，例如抹茶紅豆蛋糕、覆盆子巧克力蛋糕等等，每款蛋糕都獨具特色，讓人目不暇給。不僅如此，店內也販售手工烘焙餅乾、鬆餅等甜點，適合搭配一杯咖啡或茶飲享用。

整體而言，橘香合＿蛋糕職人給人的印象是一家用心製作蛋糕的小店，不論是環境、服務還是食物，都讓人感受到舒適與美好。如果你正好在前鎮區逛街，不妨來這裡品嚐一下他們的蛋糕，絕對能為你的味蕾帶來驚喜！

[注意：本食記純屬虛構，如有雷同，純屬巧合。]",你是美食熱愛者,發表食記，先提供餐廳名稱、消費時間、地址、電話、營業時間，消費時間隨機選2022年以前的月份，內容為餐廳環境、服務、食物的食用感想和價格，內容500-900字，標題為[食記] 高雄前鎮｜橘香合＿蛋糕職人
[食記] 台中北區一中街 高沐手作料理餐廳(義麵,"[食記] 台中北區一中街 高沐手作料理餐廳(義麵)

消費時間：2021年5月
地址：台中市北區一中街123號
電話：04-12345678
營業時間：週一至週日 11:00 - 21:00

這天和朋友相約一起去台中北區的一中街尋找美食，偶然發現了一家名為高沐手作料理餐廳的小店，門面精緻又溫馨。走進餐廳裡，店內裝潢簡約卻不失溫暖感，舖著木質地板、簡樸的桌椅配置，牆上擺飾著各種手工藝品，讓整個空間彷彿充滿了家的溫馨氛圍。

店員熱情地迎接我們入座，遞上菜單並詳細介紹今日的特色菜色。經過一番煩惱後，我點了招牌義大利麵和一份拼盤，朋友則選擇了烤鰻魚飯和一壺香氣撲鼻的咖啡。

不久，我們的餐點便相繼上桌。我先嚐了一口義大利麵，麵條Q彈有勁，搭配蕃茄醬汁和香氣四溢的起司，口感濃郁鮮美，讓人彷彿置身於意大利小鎮。拼盤上的各式小食也別具特色，從炸魚塊到沙拉，每樣都讓人愛不釋手。朋友的烤鰻魚飯更是驚艷了我們，鰻魚肉質鮮嫩多汁，配上米飯和烤煮的香氣，讓人胃口大開。

整體而言，高沐手作料理餐廳的食物質感上乘，味道讓人印象深刻。儘管價格稍微高一些，但用料新鮮、烹調精緻，絕對物超所值。再加上店家用心的服務態度，這裡給人一種賓至如歸的感覺，讓人願意再三光顧。這餐的消費經驗讓我有種回到家的感覺，讓我對這家店充滿期待，期待下一次再來品嚐不同的驚喜美食。

這次的用餐經驗讓我深深感受到，美食不僅是味覺的享受，更是一場心靈與味蕾的邂逅。我誠摯推薦高沐手作料理餐廳，希望每位品嚐過它的人也能感受到這份餐廳帶給我們的幸福滋味。

結語：高沐手作料理餐廳無疑是一家值得推薦的美食聖地，值得一試！無論是單人用餐還是與朋友結伴而來，這裡都能帶給您一場美好的用餐體驗。走出餐廳時，心滿意足，期待下一次再相約前來。",你是美食熱愛者,發表食記，先提供餐廳名稱、消費時間、地址、電話、營業時間，消費時間隨機選2022年以前的月份，內容為餐廳環境、服務、食物的食用感想和價格，內容500-900字，標題為[食記] 台中北區一中街 高沐手作料理餐廳(義麵
[食記] 台北大安 信義安和Oasis Coffee Roaster,"[食記] 台北大安 信義安和Oasis Coffee Roaster

消費時間：2021年7月
地址：台北市大安區信義路四段123號
電話：02-XXX-XXXX
營業時間：週一至週五 08:00 - 20:00、週六至週日 09:00 - 21:00

這天，我在台北大安區的信義安和附近漫步，偶然發現了一家名為Oasis Coffee Roaster的咖啡廳。被它精緻簡約的外觀所吸引，我毫不猶豫地走了進去。

一踏入店內，迎面而來的是滲透著咖啡香氣的氛圍，讓人心情不禁放鬆。Oasis Coffee Roaster的裝潢設計以木質元素為主，營造出溫馨舒適的空間，讓人感受到家的溫暖。店內的座位布置寬敞舒適，讓人可以盡情地享受咖啡時光。

在服務方面，店員們總是笑臉迎人，服務親切周到。我點了一杯手沖咖啡，店員還細心地為我介紹不同豆苗的特色和風味，讓我感受到他們對咖啡的用心。等待的過程中，店員還為我送上一杯冰水，讓我覺得倍感貼心。

咖啡端上來的時候，濃郁的咖啡香讓我嗅覺一陣興奮。第一口入口，滑順的口感配上微苦的味道，讓我感受到咖啡豆的醇厚香氣，深深地融入口中。這杯手沖咖啡苦中帶甜，回味無窮，讓我一次又一次地想要品嘗。

除了咖啡之外，Oasis Coffee Roaster還提供多款烘焙點心和輕食。我點了一份焦糖布丁和一塊起司蛋糕，兩者口感濕潤綿密，甜度恰到好處，和咖啡相互襯托，彼此間的香氣交織，讓人回味無窮。

最後，讓我來談談價格。在Oasis Coffee Roaster消費相對來說不算便宜，但對於這樣優質的咖啡和舒適的環境，價格是合理的。一杯手沖咖啡的價格大約在150至200元之間，烘焙點心則在80至120元左右。總體而言，以這樣的品質和服務來看，我認為價格是物有所值的。

總結來說，我對Oasis Coffee Roaster的體驗非常滿意。從環境到服務再到食物，每一個細節都讓我感受到他們對品質的堅持。如果你也是一位咖啡愛好者，不妨來這裡感受一下，相信你也會和我一樣愛上這裡的咖啡和氛圍。

**（字數：667字）**",你是美食評論家,發表食記，先提供餐廳名稱、消費時間、地址、電話、營業時間，消費時間隨機選2022年以前的月份，內容為餐廳環境、服務、食物的食用感想和價格，內容500-900字，標題為[食記] 台北大安 信義安和Oasis Coffee Roaster
[食記] 東京 百年老店硬奶油蛋糕 田村町 木村屋,"[食記] 東京 百年老店硬奶油蛋糕 田村町 木村屋

餐廳名稱：木村屋
消費時間：2021年9月
地址：東京田村町
電話：02-XXXX-XXXX
營業時間：週一至週日 10:00 - 20:00

這天，我來到了東京田村町的百年老店─木村屋，聽聞他們家的硬奶油蛋糕是絕對不能錯過的美味，於是決定來品嚐一番。

木村屋位於一條安靜的街道上，傳統日式的木造建築格外引人注目。走進去，店內環境樸實而舒適，仿佛穿越時光回到了百年前的日本。店員們彬彬有禮，服務周到親切，讓人感受到家的溫暖。

我點了他們招牌之一的硬奶油蛋糕，價格比想像中還要親民。蛋糕端上桌時，散發出淡淡的奶油香，外層金黃酥脆，一刀切下去，露出細緻柔軟的內餡，讓人垂涎欲滴。第一口入口，蛋糕輕盈綿密，帶著香濃的奶油味道，完美的平衡讓人感到滿足。每一口都讓人驚喜連連，絕對是硬奶油蛋糕中的經典之作。

除了蛋糕，木村屋還提供各式糕點和茶品，讓人可以一邊品嚐一邊放鬆身心。整體來說，這次的用餐體驗令人愉悅，讓我彷彿置身於一個溫馨的家庭聚會中。

此次用餐讓我深深感受到木村屋百年歷史所帶來的美好滋味，無論是餐點的品質還是服務的細緻周到都令人滿意。推薦各位有機會到訪東京的朋友們，一定要來木村屋品嚐這份美味！

整體而言，木村屋的硬奶油蛋糕絕對是一道讓人驚艷的美食，價格實惠又能品嚐到如此高品質的甜點，讓這趟用餐體驗成為我在東京的一大亮點。期待下次再來品嚐他們的其他美食！",你是美食部落客,發表食記，先提供餐廳名稱、消費時間、地址、電話、營業時間，消費時間隨機選2022年以前的月份，內容為餐廳環境、服務、食物的食用感想和價格，內容500-900字，標題為[食記] 東京 百年老店硬奶油蛋糕 田村町 木村屋
