title,content,prompt_system,prompt_user
[食記] 新竹竹北 新開幕 黎記優品 牛肉麵專賣,"【食記】新竹竹北 新開幕 黎記優品 牛肉麵專賣

前幾天在 PTT 上看到有人推薦了這間「黎記優品」，說是竹北最新的牛肉麵專賣店，當然要衝一波啦！今天就來跟大家分享一下我的心得。

店名：黎記優品 牛肉麵專賣
地址：新竹縣竹北市新峰里新泰路120號
電話：03-6689577
營業時間：11:00 - 14:00, 17:00 - 21:00
價位：$100 左右 (消費日期：2022/11)

黎記優品就位在竹北新泰路，附近停車不太方便，建議大家可以搭公車或騎車過來。一走進店裡，裝潢很有復古風，感覺很溫馨。

點了他們的招牌牛肉麵、麻辣牛肉麵和豆瓣醬肉絲麵，還有一份炒青菜。牛肉麵的牛肉給得很大方，口感軟嫩又入味；麻辣牛肉麵的辣度剛剛好，麻味也很足；豆瓣醬肉絲麵的味道比較重，很適合配白飯！炒青菜新鮮脆口，調味也不錯。

整體來說，黎記優品的牛肉麵真的很好吃，而且價位也還算合理。如果你喜歡牛肉麵，或是想試試不同口味的牛肉麵，這裡真的很推！下次再來竹北，一定會再來光顧的！",你是美食部落客,寫一篇「[食記] 新竹竹北 新開幕 黎記優品 牛肉麵專賣」為標題的文章，風格：PTT發文風格，要有餐廳名稱、地址、電話、營業時間、價位、消費日期或造訪年月(2022/11以前)
[食記][台南] 橋頭豬血湯｜往南科路途上在地美食,"【食記】[台南] 橋頭豬血湯 | 往南科路途上在地美食

消費時間：2018年3月
地址：台南市新市區大順南路456號
電話：0978-199-669
營業時間：上午10:00 - 下午19:00 (不定時公休)

在往南科的路途上，我偶然發現了這間在地美食「橋頭豬血湯」。這家店的位置雖然有點隱密，但美味程度卻讓人難以忘懷！今天就來分享一下我的用餐心得吧！

一進門，店內的環境給人一種溫馨、復古的感覺。木質桌椅搭配著紅磚牆，加上一些古早味的擺飾，讓我不禁想起了童年時與家人一起吃麵店的回憶。座位不算多，但非常適合三五好友或一家人來此聚聚。

服務方面，老闆娘和老闆都非常親切，不時地跟我們聊天、分享他們的故事。雖然店裡沒有菜單，但只要告訴他們你想吃的東西，他們就會幫你準備好。在這裡，你可以感受到濃濃的人情味！

來到橋頭豬血湯，當然不能錯過他們家的招牌菜：豬血湯和麵線。豬血湯喝起來非常鮮甜，口感Q彈有勁，搭配著入口即化的豬肝、豬心等配料，真是美味極了！麵線則滑溜順口，每口都充滿了豬油的香氣。

除了豬血湯和麵線外，我覺得他們家的滷肉飯也值得一試。肥瘦相間，口感軟嫩，淋上醬汁後，滋味鮮美。搭配著店家自製的酸菜，更是解膩又開胃！

此外，這裡的炒青菜也是非常下飯的。今天點的是高麗菜，炒得火候足，蔬菜依然翠綠可口。加上一點辣油，真是過癮極了！

最後，當然不能錯過他們家的飲料了。我點了一杯檸檬愛玉，酸酸甜甜的滋味，搭配著Q彈的愛玉，真是消暑又解渴。

整體來說，橋頭豬血湯是我在往南科的路途上遇到的美味之所在。雖然位置有點隱密，但只要你願意花點時間去尋找，一定能找到這家充滿人情味、美味可口的小店！下次如果你有機會經過這裡，別忘了來此一試哦！",你是美食評論家,發表食記，先提供餐廳名稱、消費時間、地址、電話、營業時間，消費時間隨機選2022年以前的月份，內容為餐廳環境、服務、食物的食用感想和價格，內容500-900字，標題為[食記][台南] 橋頭豬血湯｜往南科路途上在地美食
[食記] 苗栗苑裡｜沐暉苑食,"【食記】苗栗苑裡｜沐暉苑食

消費時間：2018年3月
地址：苗栗縣苑裡鎮中正路157號
電話：0965-146-886
營業時間：11:00-14:00、17:00-21:00

沐暉苑食是一間位於苗栗縣苑裡的一家餐廳，提供多樣化的中式料理。在2018年3月造訪時，我被其溫馨的環境所吸引，並享受了美味的餐點。以下是我對沐暉苑食的用餐體驗：

一、環境：
沐暉苑食的外觀以木質調為主，給人一種樸實無華的感覺。走進店內，溫暖的燈光和木質桌椅椅讓空間充滿了家的溫馨感。室內裝潢以中式風格為基調，搭配上現代化的照明設備，使整體氛圍既傳統又時尚。此外，店內還提供了一些小擺設供顧客欣賞，如茶具、書畫等，增添了用餐的文化氣息。

二、服務：
沐暉苑食的服務生在接待方面表現得十分周到。當我入座後，服務生迅速為我們送上菜單並詳細地介紹了他們的特色菜品。由於我們是第一次光顧，她耐心地回答了我們的疑問，並推薦了幾道她認為值得一試的菜餚。

三、食物：
沐暉苑食的主打菜品以中式料理為主，如麻婆豆腐、回鍋肉等。以下是我們當天點的幾道菜：

1. 麻婆豆腐（NT$120）：這道菜是使用嫩豆腐和大量蔬菜拌炒而成，味道辣中帶甜。豆腐入口即化，搭配上清脆的蔬菜，口感豐富。
2. 回鍋肉（NT$250）：這道菜是我們當天最滿意的一道。肥瘦相間的豬肉片在大火快炒後，肉質鮮嫩而不油膩，佐以酸甜醬，滋味鮮美。
3. 宮保雞丁（NT$180）：宮保雞丁是一道經典的川菜，沐暉苑食的版本味道偏辣，但香氣十足。雞肉嫩滑，搭配上清脆的蔬菜，口感豐富。
4. 炒飯（NT$60）：炒飯粒粒分明，米飯香郁，佐以鹹蛋黃醬，滋味鮮美。
5. 炒青菜（NT$120）：這道菜是當天唯一的蔬菜，選用了青江菜，炒得十分清脆。

四、價格：
沐暉苑食的價位在苑裡地區算中上位數，但整體而言，我認為其質量相稱。以我們點的那一桌子菜為例，花費約NT$610，平均下來一人約NT$305。

總結：
沐暉苑食是我在苑裡吃過的中式料理中最讓我滿意的一家。溫馨的環境、周到的服務和美味的菜餚都為用餐體驗增色不少。下次來到苑裡，我仍將考慮回訪。",你是美食部落客,發表食記，先提供餐廳名稱、消費時間、地址、電話、營業時間，消費時間隨機選2022年以前的月份，內容為餐廳環境、服務、食物的食用感想和價格，內容500-900字，標題為[食記] 苗栗苑裡｜沐暉苑食
[食記] 彰化 彰化市老牌石頭火鍋銅盤烤肉-小紅豬,"【食記】彰化 彰化市老牌石頭火鍋銅盤烤肉-小紅豬

前幾天跟朋友到彰化市的老牌石頭火鍋銅盤烤肉-小紅豬大快朵頤，這間店可是在地的美食名店呢！今天就來分享一下我們的用餐經驗吧！

店名：彰化 彰化市老牌石頭火鍋銅盤烤肉-小紅豬
地址：彰化縣彰化市XX路0段00號
電話：04-723-XXXX
營業時間：11:00-14:00, 17:00-22:00
價位：約$150-$300/人
消費日期：2022/11

一進到小紅豬，店內的氣氛非常熱鬧，滿滿都是客人在享受美食。裝潢走的是復古風，牆上掛著許多懷舊照片和海報，讓人彷彿回到了舊時的彰化。

我們今天點了一份石頭火鍋和銅盤烤肉各一份，還有一些小菜來搭配。首先上來的是石頭火鍋，鍋裡滿滿的蔬菜、豆腐、肉片，再加上那香噴噴的湯頭，真的是太誘人啦！火鍋料也給得非常實在，每一口都是滿足。

接著是銅盤烤肉，肉片烤得油亮油亮的，香氣四溢，光看就讓人食指大動。肉片口感鮮嫩有勁，搭配著醬料吃更是一絕。小菜方面，我們點了高麗菜和海帶芽，新鮮脆口，味道很下飯。

最後當然不能錯過他們家的飲料和甜點啦！飲品選擇多樣化，我們選了冬瓜茶和檸檬愛玉，解膩又消暑；甜點則是招牌的紅豆杏仁豆腐，綿密的豆腐搭配香Q的紅豆和香氣濃郁的杏仁，真是太滿足了！

整體來說，小紅豬的食物美味、份量足，服務生也很親切。下次來彰化市一定會再去光顧的！",你是美食部落客,寫一篇「[食記] 彰化 彰化市老牌石頭火鍋銅盤烤肉-小紅豬」為標題的文章，風格：PTT發文風格，要有餐廳名稱、地址、電話、營業時間、價位、消費日期或造訪年月(2022/11以前)
[食記] 台北大同 饗食天堂(京站店)周日晚餐,"【食記】台北大同 饗食天堂(京站店)周日晚餐

在2022年11月的某個周日晚上，我與家人前往位於台北大同區的饗食天堂(京站店)用餐。以下是當天的用餐經驗以及每道菜品的價格和食用感想：

餐廳名稱：饗食天堂 (京站店)
消費時間：2022/11
地址：台北市大同區市民大道一段259號7樓 (京華城購物中心內)
電話：(02) 6631-8000
營業時間：週日至週四 11:00-21:30，週五至六 11:00-22:00

一、前菜：

1. 綜合生菜沙拉 (NT$250) - 新鮮的蔬菜搭配和風醬，清爽開胃。
2. 酥炸軟殼蟹 (NT$380) - 外酥內嫩，味道鮮美。

二、湯類：

1. 海鮮魚翅粥 (NT$420) - 粥品濃郁美味，海鮮料豐富，暖胃又暖心。

三、主菜：

1. 蒜蓉蒸龍虎斑 (NT$580) - 肉質鮮嫩，蒜蓉香氣十足，味道鮮美。
2. 香辣麻婆豆腐牛 (NT$460) - 豆腐嫩滑，牛肉入味，辣度適中，麻味濃郁。
3. 椒麻雞 (NT$380) - 雞肉鮮嫩多汁，椒麻醬香味濃郁，口感微辣。

四、主食：

1. 炒飯 (NT$250) - 粒粒分明，油飯香氣足，搭配主菜完美。

五、甜品：

1. 雙皮烤糕 (NT$180) - 外皮酥脆，內餡香甜軟糯，口感豐富。

六、飲品：

1. 金桔蜜茶 (NT$200) - 清香甘醇，解膩又開胃。

總結：饗食天堂(京站店)的菜色多樣化，口味符合大眾喜好，適合家庭聚餐或朋友聚會。服務生態度親和，環境舒適。整體而言，這是一次愉快的用餐體驗。",你是美食熱愛者,在美食論壇發表食記，先提供餐廳名稱、消費時間(2022/11以前)、地址、電話、營業時間，引言不要打招呼，盡量詳細介紹每道菜的價格跟食用感想，標題為[食記] 台北大同 饗食天堂(京站店)周日晚餐
[食記] 台南 被愛咖啡 澳式咖啡早午餐,"【食記】台南 被愛咖啡 澳式咖啡早午餐

消費時間：2018年3月
地址：台南市中西區西門路二段74號
電話：06-221-5999
營業時間：週一至週日，早上7:00 - 下午5:00

被愛咖啡是一家位於台南的澳式咖啡早午餐店，提供多樣化的餐點選擇，包括早餐、三明治、沙拉、義大利麵、燉飯等。店內裝潢以木質調和白色為基調，搭配一些綠色植栽，營造出溫馨舒適的氛圍。

一進門，就被溫暖的燈光和木質調的裝潢所吸引。被愛咖啡的座位分為吧台區、沙發區和一般座位區，可以根據個人喜好選擇。在沙發區，我發現不少人帶著筆電來這裡工作或讀書，環境相當安靜且適合專注。

服務方面，店員都非常親切有禮，點餐時耐心地為我們介紹菜單上的餐點並回答我們的疑問。由於店內座位不多，我們需要等了約15分鐘才入座。但店員在送餐時迅速，讓我們可以盡快開始享用美味的澳式咖啡早午餐。

這次點了一份「澳洲經典早餐」和一杯「摩卡咖啡」。澳洲經典早餐包含了火腿、蛋、培根、番茄、生菜、小黃瓜等食材，搭配上酥脆的吐司。火腿和培根都非常鮮嫩，蛋煎得恰到好處，口感滑嫩。生菜和番茄為餐點增添了清爽的滋味，而小黃瓜則解膩。

摩卡咖啡的味道濃郁，入口後可以感受到苦甜的平衡。搭配著澳洲經典早餐一起喝，讓味蕾得到更豐富的體驗。

此外，被愛咖啡的價格在台南市的早午餐店中算是中等，約落在200-350元之間。雖然比一些連鎖早午餐店稍貴，但以澳式咖啡早午餐來說，食材新鮮、味道好，值得一試。

整體而言，被愛咖啡是一家提供美味澳式咖啡早午餐的舒適環境，服務周到且親切。下次來台南，不妨來這裡享受一下澳洲風味的早餐吧！",你是美食部落客,發表食記，先提供餐廳名稱、消費時間、地址、電話、營業時間，消費時間隨機選2022年以前的月份，內容為餐廳環境、服務、食物的食用感想和價格，內容500-900字，標題為[食記] 台南 被愛咖啡 澳式咖啡早午餐
[食記] 桃園。安仔藥燉排骨（十全藥燉熱炒）,"【食記】桃園。安仔藥燉排骨（十全藥燉熱炒）

各位美食饕客們，今天要為大家介紹一家位於桃園的在地好滋味——「安仔藥燉排骨」！這家店以傳統中藥材熬煮出的美味料理聞名，是您不能錯過的道地台菜！

餐廳名稱：安仔藥燉排骨（十全藥燉熱炒）
地址：桃園市中壢區環北路201號
電話：03-4956876
營業時間：上午11:00 - 下午2:30、下午5:30 - 晚上9:00
價位：約NT$100 - NT$300/人

一走進「安仔藥燉排骨」，濃濃的中藥香撲鼻而來，讓人不禁食指大動！店內裝潢以復古風為主題，搭配上溫暖的燈光，營造出一種懷舊又溫馨的氛圍。

主菜當然少不了他們家的招牌菜——藥燉排骨！使用十全大補湯為基底，加上多種中藥材與豬肉一起燉煮，口感軟嫩、味濃醇，每一口都是健康與美味的結合。另外，「安仔」的熱炒類也非常受歡迎，每道都充滿了台灣古早味，讓人回味無窮。

值得一提的是，這裡的菜色幾乎天天換，所以每次來都可以嚐到不同的料理！此外，店家還提供素食選項，讓所有朋友都能一起享受這美味的饗宴。

價位方面，「安仔藥燉排骨」算是中價位，約NT$100 - NT$300/人，但以這種道地台菜來說，CP值很高！

總之，如果您正在找一家可以品嚐到傳統台菜的好地方，那麼「安仔藥燉排骨」絕對是您的不二之選！快揪朋友一起來感受這充滿古早味的美味饗宴吧！",你是美食部落客,以PTT美食版發文風格，寫一篇「[食記] 桃園。安仔藥燉排骨（十全藥燉熱炒）」為標題的文章，要包含以下資訊：餐廳名稱、地址、電話、營業時間、價位
[食記] 台北中山 晶華軒 懶人蟹宴 我只想吃剝好的,"【食記】台北中山 - 晶華軒 懶人蟹宴 我只想吃剝好的

上個月跟朋友到台北中山的晶華軒吃懶人蟹宴，真的是太爽了！不用自己剝蟹殼，直接吃到美味的螃蟹肉，超讚！以下是我們的心得分享，給大家參考。

餐廳名稱：晶華軒
地址：台北市中山區林森北路602號1樓
電話：(02) 2593-3740
營業時間：11:30-14:30, 17:30-21:30
價位：懶人蟹宴約NT$1,800起/人 (價格可能變動，以官網或現場為主)
消費日期：2022/11

一進到晶華軒，就感受到濃濃的中式裝潢氛圍，加上燈光美氣氛佳，整個就是好拍！服務生也很親切，幫我們安排在靠窗的位置。

這次我們點了懶人蟹宴，有六隻大沙公，還有其他配菜、湯品和甜點。首先上來的是開胃菜，有小黃瓜、海帶芽等，清爽又解膩。

接著就是重頭戲 - 剝好的大沙公！服務生直接把蟹殼剝好放在盤子上，我們只需要拿起蟹肉大口吃就好了！真的是懶人救星啊！蟹肉新鮮又Q彈，搭配上湯，超滿足！

主菜是炒時蔬和炒飯，炒時蔬很清脆，炒飯則油亮有味。

湯品是螃蟹清湯，喝起來鮮甜又暖胃。

最後的甜點是杏仁豆腐，軟綿綿密，配上一杯熱茶，完美ending！

整體來說，晶華軒的懶人蟹宴真的很適合懶得剝蟹殼的人來吃！服務生也很親切，環境也舒適。唯一小缺點是價位比較高，但吃一次就知道為什麼了！下次還想再來吃！",你是美食評論家,寫一篇「[食記] 台北中山 晶華軒 懶人蟹宴 我只想吃剝好的」為標題的文章，風格：PTT發文風格，要有餐廳名稱、地址、電話、營業時間、價位、消費日期或造訪年月(2022/11以前)
[食記] 板橋 一番町居酒屋-平價實在日式美味,"【食記】板橋 一番町居酒屋 - 平價實在日式美味

前幾天跟朋友在 PTT 上看到有人推薦這間位於板橋的 一番町居酒屋，聽說是平價又道地的日本料理！今天就來試試看啦～

店名：一番町居酒屋
地址：新北市板橋區文化路一段 260 巷 15 號
電話：0987-654-321
營業時間：17:00 - 01:00
價位：約 $150 - $300 / 人
消費日期：2022/11

一進到店裡，就感受到濃濃的日本味！裝潢很日式風格，氣氛也很放鬆。服務生人很好，介紹了一下菜單，說這裡的料理都是老闆從日本帶回來的道地口味。

點了一些招牌菜，有：

1. 炸蝦天婦羅 $150
2. 明太子炒烏龍 $180
3. 烤鮭魚頭 $200
4. 味噌湯 $50

首先上來的是炸蝦天婦羅，外酥內嫩的蝦子搭配蔬菜，真的很下飯！

接著是明太子炒烏龍，明太子的鹹味和炒烏龍的香，真是絕配啊～

烤鮭魚頭也是大推，魚肉軟嫩又多汁，配上一點點醋醬，超涮嘴！

最後喝的是味噌湯，暖胃又暖心，是個完美的ending。

整體來說，一番町居酒屋真的是平價又道地的日本料理！下次還想來試試看其他菜品～板橋人真的很幸福有這麼一家店！",你是美食評論家,寫一篇「[食記] 板橋 一番町居酒屋-平價實在日式美味」為標題的文章，風格：PTT發文風格，要有餐廳名稱、地址、電話、營業時間、價位、消費日期或造訪年月(2022/11以前)
[食記] 彰化鹿港｜米弎豆MISATO＿九州風味小判餅,"【食記】彰化鹿港｜米弎豆MISATO_九州風味小判餅

在彰化縣鹿港鎮的米弎豆MISATO，是一家提供九州風味料理的小吃店。我於2022年11月造訪，以下是我對店內餐點的詳細介紹：

地址：彰化縣鹿港鎮（具體地址請參考店家官網或電話查詢）
電話：04-7589636
營業時間：11:00-14:00、17:00-21:00

一進門，就感受到濃濃的日本風情。店內裝潢以日式風格為主，搭配柔和的燈光，給人一種溫馨舒適的感覺。

菜單主要分為定食、丼飯、烏龍麵、炸物等類別。我點了一份九州風味小判餅定食（NT$250）和一份明太子雞肉丼（NT$180）。

九州風味小判餅定食：
小判餅是一種日本傳統的點心，口感外酥內軟，搭配上鍋煮蔬菜、味噌湯、醋物、漬物等配菜，非常美味。小判餅本身有兩種口味：原味和抹茶。我選擇了原味。明太子雞肉丼則使用了大量的新鮮明太子和鮮嫩多汁的雞肉，搭配上醋飯，味道十分鮮美。

明太子雞肉丼：
明太子雞肉丼的主要食材是明太子、雞肉、蛋絲、海苔等。明太子的鹹味與雞肉的鮮甜相得益彰，蛋絲增加了口感，而海苔則增添了風味。醋飯在口中散發出陣陣醋香，非常開胃。

整體而言，米弎豆MISATO提供了美味且道地的九州風味料理。下次到彰化鹿港，不妨來這裡一試！",你是美食熱愛者,在美食論壇發表食記，先提供餐廳名稱、消費時間(2022/11以前)、地址、電話、營業時間，引言不要打招呼，盡量詳細介紹每道菜的價格跟食用感想，標題為[食記] 彰化鹿港｜米弎豆MISATO＿九州風味小判餅
Fw: [食記] 南投 欣山園餐廳 ~2訪推烏梅滷/梅子晶凍,"【[食記] 南投 欣山園餐廳 ~2訪推烏梅滷/梅子晶凍】

各位美食愛好者們，又來分享我最近到南投縣鹿谷村的欣山園餐廳（二訪）的美味體驗啦！這家餐廳以在地食材和傳統客家料理聞名，每次去都讓我大飽口福。以下是相關資訊供大家參考：

一、 餐廳名稱：欣山園餐廳
二、 地址：南投縣鹿谷村大石巷15號
三、 電話：04-9257-8636
四、 營業時間：上午11:00至下午16:00（每週一公休）
五、 價位：約NT$100~300/人（依個人消費習慣而定）

這次我點了他們家的招牌菜「烏梅滷」和「梅子晶凍」，真的是太美味了！烏梅滷的肉塊軟嫩入味，搭配酸甜的醬汁，一口咬下超滿足。而梅子晶凍則是清爽又解膩的甜點，Q彈的口感配上酸酸甜甜的滋味，讓人忍不住一口接一口。

欣山園餐廳的環境也很舒適，可以感受到老闆對客家料理的熱情和用心。下次如果有去南投遊玩，別忘了來這家好店嚐嚐道地客家菜！

最後，別忘了分享你的美食體驗，一起為台灣的好味道加油！",你是美食熱愛者,以PTT美食版發文風格，寫一篇「Fw: [食記] 南投 欣山園餐廳 ~2訪推烏梅滷/梅子晶凍」為標題的文章，要包含以下資訊：餐廳名稱、地址、電話、營業時間、價位
[食記][台南] 米約廚房｜歐式下午茶、義大利麵,"【食記】[台南] 米約廚房 | 歐式下午茶、義大利麵

各位吃貨們，今天要介紹的是位於台南市中西區的米約廚房！這裡提供了美味的歐式下午茶和義大利麵，絕對是美食愛好者的天堂。以下是詳細資訊：

1. 餐廳名稱：米約廚房 (Miavo Kitchen)
2. 地址：台南市中西區西門路一段 169 號
3. 電話：06-225 8789
4. 營業時間：週一至週日，上午 11:00 - 下午 21:00
5. 價位：約 NT$150 - NT$300 左右 (依餐點而定)

米約廚房的裝潢走的是溫馨、簡約風，讓人一踏進店裡就感到放鬆。這裡提供了多樣化的歐式下午茶和義大利麵，滿足各位吃貨的味蕾。以下是一些推薦菜色：

1. 歐式下午茶拼盤：包含了鹹甜小點、三明治等，搭配上一杯香醇的咖啡或茶，真是人生一大享受！
2. 海鮮義大利麵：Q 彈麵條配上新鮮的海鮮，讓人一口接一口停不下來。
3. 牛肉肉醬義大利麵：軟嫩的牛肉搭配濃郁的肉醬，是肉食主義者的最愛。
4. 水果鬆餅：鬆軟的鬆餅搭配當季的水果和香濃的果醬，為下午茶畫上完美的句點。

米約廚房的服務品質也相當不錯，店員們親切又專業，讓人在用餐時倍感舒適。此外，這裡還提供了 Wi-Fi 和插座，非常適合工作或讀書之餘來點美味的小吃。

總之，台南吃貨們，如果你想品嚐美味的歐式下午茶和義大利麵，米約廚房絕對是你的不二之選！快揪朋友一起去嚐嚐吧！",你是美食部落客,以PTT美食版發文風格，寫一篇「[食記][台南] 米約廚房｜歐式下午茶、義大利麵」為標題的文章，要包含以下資訊：餐廳名稱、地址、電話、營業時間、價位
[食記] 和平島郭家肉包 基隆中正 香Q多汁蔥肉包,"【食記】和平島郭家肉包 - 基隆中正區，美味的蔥肉包

在基隆中正區的和平島郭家肉包是一家在地人氣美食。這家店以其香Q多汁的蔥肉包而聞名。以下是我在2022年11月造訪時的食記：

餐廳名稱：和平島郭家肉包
消費時間：2022/11以前
地址：基隆市中正區新豐街63號
電話：02-2427-8959
營業時間：約早上6:00至下午2:00 (實際營業時間可能有所不同，建議致電確認)

蔥肉包 (6入) - NT$100
和平島郭家肉包的蔥肉包是其招牌產品。每顆蔥肉包都由手工製作而成，外皮香Q有嚼勁。內餡以肥瘦相間的豬肉搭配新鮮青蔥，味道鮮美且不油膩。每一口都能感受到蔥肉包的真材實料。

口感：外皮香Q有嚼勁，內餡鮮香美味，不油膩。
價格：6入 NT$100

整體感想：和平島郭家肉包是我在基隆中正區品嚐過最令我難忘的美食之一。其蔥肉包的味道鮮美且不油膩，每口都能感受到真材實料。如果你正在尋找美味的早餐或點心，這家店絕對值得一試！",你是美食熱愛者,在美食論壇發表食記，先提供餐廳名稱、消費時間(2022/11以前)、地址、電話、營業時間，引言不要打招呼，盡量詳細介紹每道菜的價格跟食用感想，標題為[食記] 和平島郭家肉包 基隆中正 香Q多汁蔥肉包
[食記] 新北蘆洲廟口夜市 汪派炒羊肉蘆洲總店,"【食記】新北蘆洲廟口夜市 汪派炒羊肉蘆洲總店

在2022年11月以前造訪了位於新北市蘆洲區的廟口夜市，其中一家著名的汪派炒羊肉蘆洲總店。以下是詳細的用餐體驗和每道菜品的價格與感想：

餐廳名稱：汪派炒羊肉蘆洲總店
消費時間：2022/10/30
地址：新北市蘆洲區長安街45號
電話：0986-778-888
營業時間：約下午5:00至凌晨1:00 (依實際營業時間為準)

一進門，便被濃濃的羊肉香吸引。店內裝潢以中式風格為主，桌椅間距適中，環境整潔。服務人員熱情地向我們介紹菜單並推薦了一些招牌菜。

以下是每道菜品的價格與感想：

1. 炒羊肉（小） - $200
  這道炒羊肉以大量蔬菜和辛香料拌炒後，再放入羊肉一起翻炒。羊肉鮮嫩可口，口感軟滑，而蔬菜則保持了清脆感。搭配上辣度適中的醬汁，非常下飯。

2. 回鍋肉 - $150
  回鍋肉是一道經典的客家菜，以豬肉為主要食材。汪派炒羊肉蘆洲總店的回鍋肉肥瘦相間，口感軟嫩，調味恰到好處，鹹甜適中。搭配白飯或麵品皆適宜。

3. 豆鼓湯 - $50
  豆鼓湯是一道清湯，主要由豆腐、木耳等食材熬製而成。湯色清澈，味道鮮美。木耳的口感Q彈，豆腐則滑嫩。作為開胃菜非常合適。

4. 炒山蘇 - $100
  這道炒山蘇以新鮮山蘇為材料，搭配上少許蒜蓉和豆鼓碎調味。山蘇鮮嫩爽口，保持了蔬菜的自然風味。

5. 糖醋排骨 - $200
  糖醋排骨是一道經典的中式料理。汪派炒羊肉蘆洲總店的糖醋排骨以肥瘦相間的排骨為主要食材，外皮酥脆，肉質軟嫩。醬汁酸甜適中，開胃解膩。

6. 豆角炒肉末 - $150
  這道菜以豆角和豬肉末為材料，搭配上少許辣椒、蒜蓉等辛香料調味。豆角口感脆嫩，豬肉末鮮嫩入味。辣度適中，非常下飯。

7. 炒飯 - $80
  炒飯是一道經典的中式飯食。汪派炒羊肉蘆洲總店的炒飯粒粒分明，米飯香軟，搭配上少許蛋花和蔥花，味道鮮美。

總結：汪派炒羊肉蘆洲總店提供了美味、多樣化的菜色，價格合理。環境整潔，服務人員熱情周到。下次到訪廟口夜市時，非常推薦來此一試。",你是美食熱愛者,在美食論壇發表食記，先提供餐廳名稱、消費時間(2022/11以前)、地址、電話、營業時間，引言不要打招呼，盡量詳細介紹每道菜的價格跟食用感想，標題為[食記] 新北蘆洲廟口夜市 汪派炒羊肉蘆洲總店
[食記] 高雄 帕泰家-來自曼谷的街頭米其林泰式,"【食記】高雄 帕泰家-來自曼谷的街頭米其林泰式

在2022年11月造訪了位於高雄市的帕泰家（Patthaiya），這是一家以道地泰國菜為主打的餐廳。帕泰家自詡為「來自曼谷的街頭米其林」，希望帶給顧客最正宗的泰國風味。以下是當天用餐的心得與每道菜的價格。

地址：高雄市苓雅區五福三路107號
電話：0968-235-458
營業時間：11:30-14:00, 17:00-21:00

一、前菜拼盤（Miang Kham），NT$300
帕泰家的前菜拼盤以新鮮蔬菜和香料搭配不同的醬料，包括魚露、椰糖、辣椒等。每口都充滿了泰國風味，開胃又爽口。

二、酸辣蝦湯（Tom Yum Goong），NT$450
這道經典的泰式酸辣蝦湯以香茅、檸檬葉、辣椒和其他香料熬製而成，味道濃郁且辣度適中。鮮蝦新鮮Q彈，充分吸收了湯汁的風味。

三、打拋牛肉（Phat Thai Neau），NT$320
打拋牛肉是帕泰家的招牌菜。以打拋葉為底，搭配牛肉和特製醬汁，味道香辣帶勁。牛肉軟嫩可口，與打拋葉的清香相得益彰。

四、綠咖哩雞肉（Green Curry Chicken），NT$280
綠咖哩雞肉是泰國家庭常見的家常菜。帕泰家的綠咖哩以新鮮香草和辣椒熬製而成，味道濃郁且香氣十足。雞肉軟嫩入味，搭配香Q的米飯非常下飯。

五、泰式炒河粉（Pad Thai），NT$160
這道經典的泰式炒河粉以米線為底，搭配蛋絲、花生碎、蝦米等配料，佐以酸甜醬。口感豐富，味道微甜微酸，十分開胃。

六、榴槤糯米炒飯（Mango Sticky Rice），NT$200
以香甜多汁的金煌榴槤和Q彈糯糯的糯米飯為底，搭配酸甜的椰奶醬。這道甜點滋味濃郁，是完美的結尾。

總結：帕泰家的每道菜都充分展現了泰國菜的特色，味道道地且美味。服務生熱情周到，為用餐體驗加分。如果你想品嘗正宗的泰式料理，帕泰家是不錯的選擇！",你是美食評論家,在美食論壇發表食記，先提供餐廳名稱、消費時間(2022/11以前)、地址、電話、營業時間，引言不要打招呼，盡量詳細介紹每道菜的價格跟食用感想，標題為[食記] 高雄 帕泰家-來自曼谷的街頭米其林泰式
[食記] 基隆 廟口20號 刈包  肉粽  燒邁  四神湯,"【食記】基隆廟口20號：刈包、肉粽、燒邁、四神湯

在基隆廟口20號，這家老店以傳統美味聞名。這次我品嚐了刈包、肉粽、燒邁和四神湯等經典料理。以下是每道菜的價格跟食用感想。

1. 刈包 (6個/NT$50)：刈包皮Q彈有勁道，內餡肥瘦相間，搭配上醬汁與酸菜，每一口都充滿了古早味。
2. 肉粽 (3個/NT$40)：肉粽的糯米粒軟糯可口，豬肉餡鮮美多汁，搭配著油蔥酥和醋汁，非常下飯。
3. 燒邁 (6個/NT$50)：燒邁外皮酥脆，內餡飽滿，口感豐富，佐上甜辣醬，滋味更添層次。
4. 四神湯 (NT$30)：四神湯料多味美，芡汁濃稠而不膩口，是一道暖胃又滋補的湯品。

在基隆廟口20號，我感受到了傳統美食的魅力，每一道料理都充分地展現了台灣古早味的精髓。下次到基隆廟口，別忘了來這裡品嚐這些經典美味！",你是美食部落客,在美食論壇發表食記，先提供餐廳名稱、消費時間(2022/11以前)、地址、電話、營業時間，引言不要打招呼，盡量詳細介紹每道菜的價格跟食用感想，標題為[食記] 基隆 廟口20號 刈包  肉粽  燒邁  四神湯
